lon,lat,grid,POS,PID
-67,44,98,3,34
-67.166667,44,98,4,34
-67.191048,44.000089,98,5,34
-67,44.13252,99,1,34
-66.950739,44.166667,99,2,34
-66.833333,44.166667,99,3,34
-66.833333,44,99,4,34
-67,44,99,5,34
-67,44.13252,99,6,34
-66.833333,44.166667,100,1,34
-66.666667,44.166667,100,2,34
-66.666667,44,100,3,34
-66.833333,44,100,4,34
-66.833333,44.166667,100,5,34
-66.666667,44.166667,101,1,34
-66.5,44.166667,101,2,34
-66.5,44,101,3,34
-66.666667,44,101,4,34
-66.666667,44.166667,101,5,34
-66.5,44.166667,102,1,34
-66.333333,44.166667,102,2,34
-66.333333,44,102,3,34
-66.5,44,102,4,34
-66.5,44.166667,102,5,34
-66.333333,44.166667,103,1,34
-66,44.166667,103,2,34
-66,44,103,3,34
-66.333333,44,103,4,34
-66.333333,44.166667,103,5,34
-67.333333,43.901459,107,1,34
-67.333333,43.833333,107,2,34
-67.40835,43.833333,107,3,34
-67.399424,43.855646,107,4,34
-67.333333,43.901459,107,5,34
-67.333333,43.901459,108,1,34
-67.191048,44.000089,108,2,34
-67.166667,44,108,3,34
-67.166667,43.833333,108,4,34
-67.333333,43.833333,108,5,34
-67.333333,43.901459,108,6,34
-67.166667,44,109,1,34
-67,44,109,2,34
-67,43.833333,109,3,34
-67.166667,43.833333,109,4,34
-67.166667,44,109,5,34
-67,44,110,1,34
-66.833333,44,110,2,34
-66.833333,43.833333,110,3,34
-67,43.833333,110,4,34
-67,44,110,5,34
-66.833333,44,111,1,34
-66.666667,44,111,2,34
-66.666667,43.833333,111,3,34
-66.833333,43.833333,111,4,34
-66.833333,44,111,5,34
-66.666667,44,112,1,34
-66.5,44,112,2,34
-66.5,43.833333,112,3,34
-66.666667,43.833333,112,4,34
-66.666667,44,112,5,34
-66.5,44,113,1,34
-66.333333,44,113,2,34
-66.333333,43.833333,113,3,34
-66.5,43.833333,113,4,34
-66.5,44,113,5,34
-66.333333,44,114,1,34
-66,44,114,2,34
-66,43.833333,114,3,34
-66.333333,43.833333,114,4,34
-66.333333,44,114,5,34
-67.416091,43.81398,118,1,34
-67.40835,43.833333,118,2,34
-67.333333,43.833333,118,3,34
-67.333333,43.644208,118,4,34
-67.344281,43.666667,118,5,34
-67.416091,43.81398,118,6,34
-67.333333,43.833333,119,1,34
-67.166667,43.833333,119,2,34
-67.166667,43.666667,119,3,34
-67.333333,43.666667,119,4,34
-67.333333,43.833333,119,5,34
-67.166667,43.833333,120,1,34
-67,43.833333,120,2,34
-67,43.666667,120,3,34
-67.166667,43.666667,120,4,34
-67.166667,43.833333,120,5,34
-67,43.833333,121,1,34
-66.833333,43.833333,121,2,34
-66.833333,43.666667,121,3,34
-67,43.666667,121,4,34
-67,43.833333,121,5,34
-66.833333,43.833333,122,1,34
-66.666667,43.833333,122,2,34
-66.666667,43.666667,122,3,34
-66.833333,43.666667,122,4,34
-66.833333,43.833333,122,5,34
-66.666667,43.833333,123,1,34
-66.5,43.833333,123,2,34
-66.5,43.666667,123,3,34
-66.666667,43.666667,123,4,34
-66.666667,43.833333,123,5,34
-66.5,43.833333,124,1,34
-66.333333,43.833333,124,2,34
-66.333333,43.666667,124,3,34
-66.5,43.666667,124,4,34
-66.5,43.833333,124,5,34
-66.333333,43.833333,125,1,34
-66.166667,43.833333,125,2,34
-66.166667,43.666667,125,3,34
-66.333333,43.666667,125,4,34
-66.333333,43.833333,125,5,34
-66.166667,43.833333,126,1,34
-66,43.833333,126,2,34
-66,43.666667,126,3,34
-66.166667,43.666667,126,4,34
-66.166667,43.833333,126,5,34
-66,44,127,1,34
-65.833333,44,127,2,34
-65.833333,43.666667,127,3,34
-66,43.666667,127,4,34
-66,44,127,5,34
-67.263036,43.5,132,1,34
-67.333333,43.644208,132,2,34
-67.333333,43.666667,132,3,34
-67.166667,43.666667,132,4,34
-67.166667,43.5,132,5,34
-67.263036,43.5,132,6,34
-67.166667,43.666667,133,1,34
-67,43.666667,133,2,34
-67,43.5,133,3,34
-67.166667,43.5,133,4,34
-67.166667,43.666667,133,5,34
-67,43.666667,134,1,34
-66.833333,43.666667,134,2,34
-66.833333,43.5,134,3,34
-67,43.5,134,4,34
-67,43.666667,134,5,34
-66.833333,43.666667,135,1,34
-66.666667,43.666667,135,2,34
-66.666667,43.5,135,3,34
-66.833333,43.5,135,4,34
-66.833333,43.666667,135,5,34
-66.666667,43.666667,136,1,34
-66.5,43.666667,136,2,34
-66.5,43.5,136,3,34
-66.666667,43.5,136,4,34
-66.666667,43.666667,136,5,34
-66.5,43.666667,137,1,34
-66.333333,43.666667,137,2,34
-66.333333,43.5,137,3,34
-66.5,43.5,137,4,34
-66.5,43.666667,137,5,34
-66.333333,43.666667,138,1,34
-66.166667,43.666667,138,2,34
-66.166667,43.5,138,3,34
-66.333333,43.5,138,4,34
-66.333333,43.666667,138,5,34
-66.166667,43.666667,139,1,34
-66,43.666667,139,2,34
-66,43.5,139,3,34
-66.166667,43.5,139,4,34
-66.166667,43.666667,139,5,34
-66,43.666667,140,1,34
-65.833333,43.666667,140,2,34
-65.833333,43.5,140,3,34
-66,43.5,140,4,34
-66,43.666667,140,5,34
-65.833333,43.833333,141,1,34
-65.666667,43.833333,141,2,34
-65.666667,43.5,141,3,34
-65.833333,43.5,141,4,34
-65.833333,43.833333,141,5,34
-67.181792,43.333333,148,1,34
-67.263036,43.5,148,2,34
-67.166667,43.5,148,3,34
-67.166667,43.302306,148,4,34
-67.181792,43.333333,148,5,34
-67.166667,43.5,149,1,34
-67,43.5,149,2,34
-67,43.333333,149,3,34
-67.166667,43.333333,149,4,34
-67.166667,43.5,149,5,34
-67,43.5,150,1,34
-66.833333,43.5,150,2,34
-66.833333,43.333333,150,3,34
-67,43.333333,150,4,34
-67,43.5,150,5,34
-66.833333,43.5,151,1,34
-66.666667,43.5,151,2,34
-66.666667,43.333333,151,3,34
-66.833333,43.333333,151,4,34
-66.833333,43.5,151,5,34
-66.666667,43.5,152,1,34
-66.5,43.5,152,2,34
-66.5,43.333333,152,3,34
-66.666667,43.333333,152,4,34
-66.666667,43.5,152,5,34
-66.5,43.5,153,1,34
-66.333333,43.5,153,2,34
-66.333333,43.333333,153,3,34
-66.5,43.333333,153,4,34
-66.5,43.5,153,5,34
-66.333333,43.5,154,1,34
-66.166667,43.5,154,2,34
-66.166667,43.333333,154,3,34
-66.333333,43.333333,154,4,34
-66.333333,43.5,154,5,34
-66.166667,43.5,155,1,34
-66,43.5,155,2,34
-66,43.333333,155,3,34
-66.166667,43.333333,155,4,34
-66.166667,43.5,155,5,34
-66,43.5,156,1,34
-65.833333,43.5,156,2,34
-65.833333,43.333333,156,3,34
-66,43.333333,156,4,34
-66,43.5,156,5,34
-65.833333,43.5,157,1,34
-65.666667,43.5,157,2,34
-65.666667,43.333333,157,3,34
-65.833333,43.333333,157,4,34
-65.833333,43.5,157,5,34
-65.666667,43.666667,158,1,34
-65.513758,43.608172,158,2,34
-65.51602,43.496772,158,3,34
-65.5,43.463981,158,4,34
-65.5,43.333333,158,5,34
-65.666667,43.333333,158,6,34
-65.666667,43.666667,158,7,34
-65.5,43.463981,159,1,34
-65.436172,43.333333,159,2,34
-65.5,43.333333,159,3,34
-65.5,43.463981,159,4,34
-67.100548,43.166667,167,1,34
-67.166667,43.302306,167,2,34
-67.166667,43.333333,167,3,34
-67,43.333333,167,4,34
-67,43.166667,167,5,34
-67.100548,43.166667,167,6,34
-67,43.333333,168,1,34
-66.833333,43.333333,168,2,34
-66.833333,43.166667,168,3,34
-67,43.166667,168,4,34
-67,43.333333,168,5,34
-66.833333,43.333333,169,1,34
-66.666667,43.333333,169,2,34
-66.666667,43.166667,169,3,34
-66.833333,43.166667,169,4,34
-66.833333,43.333333,169,5,34
-66.666667,43.333333,170,1,34
-66.5,43.333333,170,2,34
-66.5,43.166667,170,3,34
-66.666667,43.166667,170,4,34
-66.666667,43.333333,170,5,34
-66.5,43.333333,171,1,34
-66.333333,43.333333,171,2,34
-66.333333,43.166667,171,3,34
-66.5,43.166667,171,4,34
-66.5,43.333333,171,5,34
-66.333333,43.333333,172,1,34
-66.166667,43.333333,172,2,34
-66.166667,43.166667,172,3,34
-66.333333,43.166667,172,4,34
-66.333333,43.333333,172,5,34
-66.166667,43.333333,173,1,34
-66,43.333333,173,2,34
-66,43.166667,173,3,34
-66.166667,43.166667,173,4,34
-66.166667,43.333333,173,5,34
-66,43.333333,174,1,34
-65.833333,43.333333,174,2,34
-65.833333,43.166667,174,3,34
-66,43.166667,174,4,34
-66,43.333333,174,5,34
-65.833333,43.333333,175,1,34
-65.666667,43.333333,175,2,34
-65.666667,43.166667,175,3,34
-65.833333,43.166667,175,4,34
-65.833333,43.333333,175,5,34
-65.666667,43.333333,176,1,34
-65.5,43.333333,176,2,34
-65.5,43.166667,176,3,34
-65.666667,43.166667,176,4,34
-65.666667,43.333333,176,5,34
-65.5,43.333333,177,1,34
-65.436172,43.333333,177,2,34
-65.354747,43.166667,177,3,34
-65.5,43.166667,177,4,34
-65.5,43.333333,177,5,34
-67,43.018469,185,1,34
-67.066069,43.095937,185,2,34
-67.100548,43.166667,185,3,34
-67,43.166667,185,4,34
-67,43.018469,185,5,34
-66.984248,43,186,1,34
-67,43.018469,186,2,34
-67,43.166667,186,3,34
-66.833333,43.166667,186,4,34
-66.833333,43,186,5,34
-66.984248,43,186,6,34
-66.833333,43.166667,187,1,34
-66.666667,43.166667,187,2,34
-66.666667,43,187,3,34
-66.833333,43,187,4,34
-66.833333,43.166667,187,5,34
-66.666667,43.166667,188,1,34
-66.5,43.166667,188,2,34
-66.5,43,188,3,34
-66.666667,43,188,4,34
-66.666667,43.166667,188,5,34
-66.5,43.166667,189,1,34
-66.333333,43.166667,189,2,34
-66.333333,43,189,3,34
-66.5,43,189,4,34
-66.5,43.166667,189,5,34
-66.333333,43.166667,190,1,34
-66.166667,43.166667,190,2,34
-66.166667,43,190,3,34
-66.333333,43,190,4,34
-66.333333,43.166667,190,5,34
-66.166667,43.166667,191,1,34
-66,43.166667,191,2,34
-66,43,191,3,34
-66.166667,43,191,4,34
-66.166667,43.166667,191,5,34
-66,43.166667,192,1,34
-65.833333,43.166667,192,2,34
-65.833333,43,192,3,34
-66,43,192,4,34
-66,43.166667,192,5,34
-65.833333,43.166667,193,1,34
-65.666667,43.166667,193,2,34
-65.666667,43,193,3,34
-65.833333,43,193,4,34
-65.833333,43.166667,193,5,34
-65.666667,43.166667,194,1,34
-65.5,43.166667,194,2,34
-65.5,43,194,3,34
-65.666667,43,194,4,34
-65.666667,43.166667,194,5,34
-65.5,43.166667,195,1,34
-65.354747,43.166667,195,2,34
-65.333333,43.122835,195,3,34
-65.333333,43,195,4,34
-65.5,43,195,5,34
-65.5,43.166667,195,6,34
-65.333333,43.122835,196,1,34
-65.273322,43,196,2,34
-65.333333,43,196,3,34
-65.333333,43.122835,196,4,34
-66.984248,43,204,1,34
-66.833333,43,204,2,34
-66.833333,42.823048,204,3,34
-66.984248,43,204,4,34
-66.833333,43,205,1,34
-66.666667,43,205,2,34
-66.666667,42.833333,205,3,34
-66.833333,42.833333,205,4,34
-66.833333,43,205,5,34
-66.666667,43,206,1,34
-66.5,43,206,2,34
-66.499379,42.916777,206,3,34
-66.499377,42.833333,206,4,34
-66.666667,42.833333,206,5,34
-66.666667,43,206,6,34
-66.5,43,207,1,34
-66.333333,43,207,2,34
-66.333333,42.916778,207,3,34
-66.499379,42.916777,207,4,34
-66.5,43,207,5,34
-66.333333,42.916778,208,1,34
-66.333333,43,208,2,34
-66.166667,43,208,3,34
-66.166667,42.916779,208,4,34
-66.333333,42.916778,208,5,34
-66.166667,42.916779,209,1,34
-66.166667,43,209,2,34
-66,43,209,3,34
-66,42.91678,209,4,34
-66.166667,42.916779,209,5,34
-66,42.91678,210,1,34
-66,43,210,2,34
-65.833333,43,210,3,34
-65.833333,42.916781,210,4,34
-66,42.91678,210,5,34
-65.833333,42.916781,211,1,34
-65.833333,43,211,2,34
-65.666667,43,211,3,34
-65.666667,42.916782,211,4,34
-65.833333,42.916781,211,5,34
-65.666667,42.916782,212,1,34
-65.666667,43,212,2,34
-65.5,43,212,3,34
-65.5,42.916782,212,4,34
-65.666667,42.916782,212,5,34
-65.5,42.916782,213,1,34
-65.5,43,213,2,34
-65.333333,43,213,3,34
-65.333333,42.916783,213,4,34
-65.5,42.916782,213,5,34
-65.273322,43,214,1,34
-65.232666,42.916784,214,2,34
-65.333333,42.916783,214,3,34
-65.333333,43,214,4,34
-65.273322,43,214,5,34
-66.666667,42.733776,223,1,34
-66.832722,42.822332,223,2,34
-66.833333,42.823048,223,3,34
-66.833333,42.833333,223,4,34
-66.666667,42.833333,223,5,34
-66.666667,42.733776,223,6,34
-66.499377,42.833333,224,1,34
-66.499374,42.644559,224,2,34
-66.666667,42.733776,224,3,34
-66.666667,42.833333,224,4,34
-66.499377,42.833333,224,5,34
-64.833333,46,1,1,35
-64.166667,46,1,2,35
-64.166667,45.666667,1,3,35
-64.833333,45.666667,1,4,35
-64.833333,46,1,5,35
-65,45.666667,2,1,35
-64.833333,45.666667,2,2,35
-64.833333,45.5,2,3,35
-65,45.5,2,4,35
-65,45.666667,2,5,35
-64.833333,45.666667,3,1,35
-64.5,45.666667,3,2,35
-64.5,45.5,3,3,35
-64.833333,45.5,3,4,35
-64.833333,45.666667,3,5,35
-65.113052,45.333333,6,1,35
-65.049365,45.43341,6,2,35
-65.083812,45.526464,6,3,35
-65.166667,45.666667,6,4,35
-65,45.666667,6,5,35
-65,45.333333,6,6,35
-65.113052,45.333333,6,7,35
-65,45.5,7,1,35
-64.833333,45.5,7,2,35
-64.833333,45.426544,7,3,35
-64.936253,45.333333,7,4,35
-65,45.333333,7,5,35
-65,45.5,7,6,35
-65.365787,45.166667,11,1,35
-65.333333,45.180219,11,2,35
-65.333333,45.166667,11,3,35
-65.365787,45.166667,11,4,35
-65.333333,45.180219,12,1,35
-65.166667,45.249814,12,2,35
-65.166667,45.166667,12,3,35
-65.333333,45.166667,12,4,35
-65.333333,45.180219,12,5,35
-65.166667,45.249814,13,1,35
-65.166033,45.250079,13,2,35
-65.113052,45.333333,13,3,35
-65,45.333333,13,4,35
-65,45.166667,13,5,35
-65.166667,45.166667,13,6,35
-65.166667,45.249814,13,7,35
-65,45.333333,14,1,35
-64.936253,45.333333,14,2,35
-64.833333,45.426544,14,3,35
-64.833333,45.166667,14,4,35
-65,45.166667,14,5,35
-65,45.333333,14,6,35
-64.833333,45.426544,15,1,35
-64.666667,45.426544,15,2,35
-64.666667,45.166667,15,3,35
-64.833333,45.166667,15,4,35
-64.833333,45.426544,15,5,35
-64.666667,45.426544,16,1,35
-64.5,45.426544,16,2,35
-64.5,45.166667,16,3,35
-64.666667,45.166667,16,4,35
-64.666667,45.426544,16,5,35
-64.5,45.426544,17,1,35
-64.333333,45.426544,17,2,35
-64.333333,45,17,3,35
-64.5,45,17,4,35
-64.5,45.426544,17,5,35
-64.333333,45.426544,18,1,35
-64.166667,45.426544,18,2,35
-64.166667,45,18,3,35
-64.333333,45,18,4,35
-64.333333,45.426544,18,5,35
-64.166667,45.426544,19,1,35
-64,45.426544,19,2,35
-64,45,19,3,35
-64.166667,45,19,4,35
-64.166667,45.426544,19,5,35
-64,45.426544,20,1,35
-63.333333,45.426544,20,2,35
-63.333333,45.166667,20,3,35
-64,45.166667,20,4,35
-64,45.426544,20,5,35
-65.764918,45,32,1,35
-65.666667,45.041027,32,2,35
-65.666667,45,32,3,35
-65.764918,45,32,4,35
-65.666667,45.041027,33,1,35
-65.5,45.110623,33,2,35
-65.5,45,33,3,35
-65.666667,45,33,4,35
-65.666667,45.041027,33,5,35
-65.5,45.110623,34,1,35
-65.365787,45.166667,34,2,35
-65.333333,45.166667,34,3,35
-65.333333,45,34,4,35
-65.5,45,34,5,35
-65.5,45.110623,34,6,35
-65.333333,45.166667,35,1,35
-65.166667,45.166667,35,2,35
-65.166667,45,35,3,35
-65.333333,45,35,4,35
-65.333333,45.166667,35,5,35
-65.166667,45.166667,36,1,35
-64.666667,45.166667,36,2,35
-64.666667,45,36,3,35
-65.166667,45,36,4,35
-65.166667,45.166667,36,5,35
-65.924382,44.933412,44,1,35
-65.833333,44.971432,44,2,35
-65.833333,44.833333,44,3,35
-65.914381,44.833333,44,4,35
-65.924382,44.933412,44,5,35
-65.833333,44.971432,45,1,35
-65.764918,45,45,2,35
-65.666667,45,45,3,35
-65.666667,44.833333,45,4,35
-65.833333,44.833333,45,5,35
-65.833333,44.971432,45,6,35
-65.666667,45,46,1,35
-65.5,45,46,2,35
-65.5,44.833333,46,3,35
-65.666667,44.833333,46,4,35
-65.666667,45,46,5,35
-65.5,45,47,1,35
-65.166667,45,47,2,35
-65.166667,44.833333,47,3,35
-65.5,44.833333,47,4,35
-65.5,45,47,5,35
-65.914381,44.833333,55,1,35
-65.833333,44.833333,55,2,35
-65.833333,44.601434,55,3,35
-65.893821,44.627584,55,4,35
-65.914381,44.833333,55,5,35
-65.833333,44.833333,56,1,35
-65.5,44.833333,56,2,35
-65.5,44.813695,56,3,35
-65.833333,44.645187,56,4,35
-65.833333,44.833333,56,5,35
-65.833333,44.645187,57,1,35
-65.5,44.813695,57,2,35
-65.5,44.697626,57,3,35
-65.833333,44.5,57,4,35
-65.833333,44.645187,57,5,35
-65.5,45.5,4,1,36
-65.333333,45.5,4,2,36
-65.333333,45.333333,4,3,36
-65.5,45.333333,4,4,36
-65.5,45.5,4,5,36
-65.333333,45.666667,5,1,36
-65.166667,45.666667,5,2,36
-65.166667,45.333333,5,3,36
-65.333333,45.333333,5,4,36
-65.333333,45.666667,5,5,36
-65.166667,45.666667,6,1,36
-65.083812,45.526464,6,2,36
-65.049365,45.43341,6,3,36
-65.113052,45.333333,6,4,36
-65.166667,45.333333,6,5,36
-65.166667,45.666667,6,6,36
-66.166667,45.333333,8,1,36
-66,45.333333,8,2,36
-66,45.166667,8,3,36
-66.166667,45.166667,8,4,36
-66.166667,45.333333,8,5,36
-65.833333,45.333333,9,1,36
-65.666667,45.333333,9,2,36
-65.666667,45.166667,9,3,36
-65.833333,45.166667,9,4,36
-65.833333,45.333333,9,5,36
-65.666667,45.333333,10,1,36
-65.5,45.5,10,2,36
-65.5,45.166667,10,3,36
-65.666667,45.166667,10,4,36
-65.666667,45.333333,10,5,36
-65.5,45.333333,11,1,36
-65.333333,45.333333,11,2,36
-65.333333,45.180219,11,3,36
-65.365787,45.166667,11,4,36
-65.5,45.166667,11,5,36
-65.5,45.333333,11,6,36
-65.333333,45.333333,12,1,36
-65.166667,45.333333,12,2,36
-65.166667,45.249814,12,3,36
-65.333333,45.180219,12,4,36
-65.333333,45.333333,12,5,36
-65.166667,45.333333,13,1,36
-65.113052,45.333333,13,2,36
-65.166033,45.250079,13,3,36
-65.166667,45.249814,13,4,36
-65.166667,45.333333,13,5,36
-67.333333,45.333333,25,1,36
-66.833333,45.333333,25,2,36
-66.833333,45,25,3,36
-67.333333,45,25,4,36
-67.333333,45.333333,25,5,36
-66.833333,45.166667,26,1,36
-66.666667,45.166667,26,2,36
-66.666667,45,26,3,36
-66.833333,45,26,4,36
-66.833333,45.166667,26,5,36
-66.666667,45.166667,27,1,36
-66.5,45.166667,27,2,36
-66.5,45,27,3,36
-66.666667,45,27,4,36
-66.666667,45.166667,27,5,36
-66.5,45.333333,28,1,36
-66.333333,45.333333,28,2,36
-66.333333,45,28,3,36
-66.5,45,28,4,36
-66.5,45.333333,28,5,36
-66.333333,45.333333,29,1,36
-66.166667,45.333333,29,2,36
-66.166667,45,29,3,36
-66.333333,45,29,4,36
-66.333333,45.333333,29,5,36
-66.166667,45.166667,30,1,36
-66,45.166667,30,2,36
-66,45,30,3,36
-66.166667,45,30,4,36
-66.166667,45.166667,30,5,36
-66,45.333333,31,1,36
-65.833333,45.333333,31,2,36
-65.833333,45,31,3,36
-66,45,31,4,36
-66,45.333333,31,5,36
-65.833333,45.166667,32,1,36
-65.666667,45.166667,32,2,36
-65.666667,45.041027,32,3,36
-65.764918,45,32,4,36
-65.833333,45,32,5,36
-65.833333,45.166667,32,6,36
-65.666667,45.166667,33,1,36
-65.5,45.166667,33,2,36
-65.5,45.110623,33,3,36
-65.666667,45.041027,33,4,36
-65.666667,45.166667,33,5,36
-65.5,45.166667,34,1,36
-65.365787,45.166667,34,2,36
-65.5,45.110623,34,3,36
-65.5,45.166667,34,4,36
-67.333333,45,37,1,36
-67,45,37,2,36
-67,44.833333,37,3,36
-67.333333,44.833333,37,4,36
-67.333333,45,37,5,36
-67,45,38,1,36
-66.833333,45,38,2,36
-66.833333,44.845773,38,3,36
-66.845246,44.833411,38,4,36
-67,44.833333,38,5,36
-67,45,38,6,36
-66.833333,44.845773,39,1,36
-66.833333,45,39,2,36
-66.666667,45,39,3,36
-66.666667,44.93341,39,4,36
-66.749407,44.93341,39,5,36
-66.833333,44.845773,39,6,36
-66.5,44.93341,40,1,36
-66.666667,44.93341,40,2,36
-66.666667,45,40,3,36
-66.5,45,40,4,36
-66.5,44.93341,40,5,36
-66.5,45,41,1,36
-66.333333,45,41,2,36
-66.333333,44.93341,41,3,36
-66.5,44.93341,41,4,36
-66.5,45,41,5,36
-66.333333,45,42,1,36
-66.166667,45,42,2,36
-66.166667,44.847901,42,3,36
-66.207721,44.833412,42,4,36
-66.207721,44.833412,42,5,36
-66.266058,44.93341,42,6,36
-66.333333,44.93341,42,7,36
-66.333333,45,42,8,36
-66.166667,45,43,1,36
-66,45,43,2,36
-66,44.906724,43,3,36
-66.166667,44.847901,43,4,36
-66.166667,45,43,5,36
-66,45,44,1,36
-65.833333,45,44,2,36
-65.833333,44.971432,44,3,36
-65.924382,44.933412,44,4,36
-66,44.906724,44,5,36
-66,45,44,6,36
-65.833333,45,45,1,36
-65.764918,45,45,2,36
-65.833333,44.971432,45,3,36
-65.833333,45,45,4,36
-66.959047,44.743684,49,1,36
-67,44.803668,49,2,36
-67,44.833333,49,3,36
-66.845246,44.833411,49,4,36
-66.902544,44.776566,49,5,36
-66.959047,44.743684,49,6,36
-66.833333,44.845773,38,1,37
-66.833333,44.833411,38,2,37
-66.845246,44.833411,38,3,37
-66.833333,44.845773,38,4,37
-66.666667,44.833411,39,1,37
-66.833333,44.833411,39,2,37
-66.833333,44.845773,39,3,37
-66.749407,44.93341,39,4,37
-66.666667,44.93341,39,5,37
-66.666667,44.833411,39,6,37
-66.666667,44.833411,40,1,37
-66.666667,44.93341,40,2,37
-66.5,44.93341,40,3,37
-66.5,44.833412,40,4,37
-66.501036,44.833412,40,5,37
-66.666667,44.833411,40,6,37
-66.5,44.833412,41,1,37
-66.5,44.93341,41,2,37
-66.333333,44.93341,41,3,37
-66.333333,44.833412,41,4,37
-66.33375,44.833412,41,5,37
-66.5,44.833412,41,6,37
-66.333333,44.833412,42,1,37
-66.333333,44.93341,42,2,37
-66.266058,44.93341,42,3,37
-66.207721,44.833412,42,4,37
-66.333333,44.833412,42,5,37
-67.166667,44.5,75,1,38
-67,44.5,75,2,38
-67,44.333333,75,3,38
-67.166667,44.333333,75,4,38
-67.166667,44.5,75,5,38
-67.166667,44.333333,87,1,38
-67,44.333333,87,2,38
-67,44.166667,87,3,38
-67.166667,44.166667,87,4,38
-67.166667,44.333333,87,5,38
-67,44.666667,63,1,38
-66.833333,44.666667,63,2,38
-66.833333,44.5,63,3,38
-67,44.5,63,4,38
-67,44.666667,63,5,38
-67,44.5,76,1,38
-66.833333,44.5,76,2,38
-66.833333,44.333333,76,3,38
-67,44.333333,76,4,38
-67,44.5,76,5,38
-66.833333,44.833411,50,1,38
-66.666667,44.833411,50,2,38
-66.666667,44.666667,50,3,38
-66.833333,44.666667,50,4,38
-66.833333,44.833411,50,5,38
-66.833333,44.666667,64,1,38
-66.666667,44.666667,64,2,38
-66.666667,44.5,64,3,38
-66.833333,44.5,64,4,38
-66.833333,44.666667,64,5,38
-66.666667,44.833411,51,1,38
-66.5,44.833412,51,2,38
-66.5,44.666667,51,3,38
-66.666667,44.666667,51,4,38
-66.666667,44.833411,51,5,38
-66.666667,44.666667,65,1,38
-66.5,44.666667,65,2,38
-66.5,44.5,65,3,38
-66.666667,44.5,65,4,38
-66.666667,44.666667,65,5,38
-66.5,44.833412,52,1,38
-66.333333,44.833412,52,2,38
-66.333333,44.666667,52,3,38
-66.5,44.666667,52,4,38
-66.5,44.833412,52,5,38
-67.166667,44.597746,62,1,38
-67.162147,44.601231,62,2,38
-67.154296,44.607017,62,3,38
-67.14627,44.612682,62,4,38
-67.138061,44.618221,62,5,38
-67.129676,44.623639,62,6,38
-67.121116,44.628922,62,7,38
-67.112387,44.634072,62,8,38
-67.103499,44.639089,62,9,38
-67.09445,44.643971,62,10,38
-67.085241,44.648709,62,11,38
-67.075888,44.65331,62,12,38
-67.066389,44.657762,62,13,38
-67.058759,44.661183,62,14,38
-67.049483,44.666667,62,15,38
-67,44.666667,62,16,38
-67,44.5,62,17,38
-67.166667,44.5,62,18,38
-67.166667,44.597746,62,19,38
-67.256627,44.5,61,1,38
-67.25551,44.501832,61,2,38
-67.25081,44.509084,61,3,38
-67.245881,44.516259,61,4,38
-67.240723,44.523354,61,5,38
-67.235337,44.530373,61,6,38
-67.229737,44.5373,61,7,38
-67.223915,44.544144,61,8,38
-67.21788,44.550896,61,9,38
-67.211632,44.557552,61,10,38
-67.20517,44.56411,61,11,38
-67.198494,44.570568,61,12,38
-67.19162,44.576919,61,13,38
-67.184548,44.583164,61,14,38
-67.177277,44.589302000000004,61,15,38
-67.169807,44.595325,61,16,38
-67.166667,44.597746,61,17,38
-67.166667,44.5,61,18,38
-67.256627,44.5,61,19,38
-67.256627,44.5,74,1,38
-67.166667,44.5,74,2,38
-67.166667,44.333333,74,3,38
-67.298061,44.333333,74,4,38
-67.298515,44.338664,74,5,38
-67.298942,44.346648,74,6,38
-67.299117,44.354632,74,7,38
-67.29905,44.362617,74,8,38
-67.298729,44.370596,74,9,38
-67.298157,44.378565,74,10,38
-67.297333,44.386522,74,11,38
-67.296265,44.394464,74,12,38
-67.294945,44.402388,74,13,38
-67.293381,44.410284,74,14,38
-67.291558,44.418154,74,15,38
-67.289498,44.425989,74,16,38
-67.287186,44.433794,74,17,38
-67.28463,44.441556,74,18,38
-67.28183,44.449277,74,19,38
-67.278786,44.456956,74,20,38
-67.275499,44.464578,74,21,38
-67.271974,44.47215,74,22,38
-67.268213,44.479665,74,23,38
-67.264215,44.487119,74,24,38
-67.259973,44.494512,74,25,38
-67.256627,44.5,74,26,38
-67.284364,44.166667,86,1,38
-67.269985,44.207269,86,2,38
-67.268902,44.210248,86,3,38
-67.273717,44.227471,86,4,38
-67.281157,44.261231,86,5,38
-67.283499,44.267555,86,6,38
-67.286146,44.275349,86,7,38
-67.288557,44.283176,86,8,38
-67.290716,44.291035,86,9,38
-67.292631,44.298924,86,10,38
-67.294311,44.306834,86,11,38
-67.29573,44.314769,86,12,38
-67.296905,44.322722,86,13,38
-67.297836,44.330688,86,14,38
-67.298061,44.333333,86,15,38
-67.166667,44.333333,86,16,38
-67.166667,44.166667,86,17,38
-67.284364,44.166667,86,18,38
-67,44.700918,49,1,38
-67,44.666667,49,2,38
-66.833333,44.666667,49,3,38
-66.833333,44.833411,49,4,38
-66.845246,44.833411,49,5,38
-66.902544,44.776566,49,6,38
-66.959047,44.743684,49,7,38
-67,44.700918,49,8,38
-67,44.700918,48,1,38
-67,44.666667,48,2,38
-67.049483,44.666667,48,3,38
-67.011029,44.689401,48,4,38
-67,44.700918,48,5,38
-66.333333,44.833412,53,1,38
-66.207721,44.833412,53,2,38
-66.333333,44.670121,53,3,38
-66.333333,44.833412,53,4,38
-66.5,44.666667,66,1,38
